IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(M),地区码,端口
104.25.38.211,4,3,25,197.15,0.00,SJC,443
104.21.81.77,4,4,0,169.27,0.00,SJC,443
104.24.221.159,4,3,25,190.78,0.00,LAX,443
104.21.205.227,4,4,0,175.08,0.00,LAX,443
103.31.4.254,4,4,0,215.58,0.00,DEN,443
103.21.244.197,4,4,0,142.24,0.00,LAX,443
172.66.209.139,4,3,25,190.75,0.00,SJC,443
104.16.16.29,4,3,25,173.66,0.00,SJC,443
103.31.4.4,4,3,25,213.59,0.00,DEN,443
108.162.195.243,4,4,0,187.65,0.00,LAX,443
172.67.118.173,4,3,25,198.39,0.00,LAX,443
104.18.13.213,4,4,0,174.42,0.00,SEA,443
104.20.29.106,4,4,0,191.08,0.00,LAX,443
108.162.195.88,4,4,0,138.64,0.00,LAX,443
104.19.68.158,4,3,25,161.04,0.00,LAX,443
108.162.195.112,4,4,0,180.77,0.00,LAX,443
103.31.4.150,4,4,0,214.47,0.00,DEN,443
162.159.49.184,4,3,25,190.21,0.00,LAX,443
104.18.93.69,4,4,0,44.59,0.00,HKG,443
188.114.96.241,4,4,0,201.29,0.00,SJC,443
104.24.235.170,4,4,0,172.01,0.00,SJC,443
108.162.193.209,4,3,25,142.27,0.00,SJC,443
188.114.98.95,4,3,25,192.30,0.00,LAX,443
162.159.62.90,4,4,0,149.52,0.00,LAX,443
104.25.103.33,4,4,0,191.74,0.00,LAX,443
104.24.184.243,4,3,25,191.81,0.00,LAX,443
104.18.25.139,4,3,25,245.10,0.00,LHR,443
141.101.114.5,4,4,0,38.92,0.00,HKG,443
104.16.7.131,4,3,25,87.05,0.00,HKG,443
198.41.208.123,4,4,0,52.72,0.00,HKG,443
188.114.97.165,4,4,0,185.23,0.00,LAX,443
103.21.244.2,4,4,0,112.90,0.00,SJC,443
198.41.200.252,4,3,25,181.58,0.00,SJC,443
162.159.9.205,4,3,25,193.76,0.00,LAX,443
104.27.66.89,4,3,25,183.36,0.00,LAX,443
141.101.120.94,4,3,25,188.09,0.00,LAX,443
162.159.15.116,4,3,25,178.69,0.00,LAX,443
104.18.243.188,4,3,25,172.47,0.00,SJC,443
190.93.244.156,4,4,0,108.66,0.00,SJC,443
104.16.204.168,4,3,25,184.42,0.00,SJC,443
104.24.165.113,4,3,25,189.42,0.00,SJC,443
108.162.193.35,4,4,0,186.03,0.00,SJC,443
104.24.78.134,4,3,25,193.53,0.00,LAX,443
188.114.97.240,4,3,25,178.87,0.00,SJC,443
104.17.43.223,4,4,0,170.64,0.00,SJC,443
162.159.17.147,4,3,25,188.24,0.00,SJC,443
198.41.201.52,4,3,25,139.20,0.00,LAX,443
162.159.142.175,4,4,0,47.24,0.00,NRT,443
173.245.58.205,4,3,25,186.73,0.00,LAX,443
108.162.194.198,4,4,0,185.80,0.00,LAX,443
104.16.115.78,4,4,0,177.43,0.00,SJC,443
141.101.123.37,4,4,0,113.83,0.00,LAX,443
104.24.40.177,4,4,0,189.17,0.00,SJC,443
108.162.192.163,4,3,25,143.69,0.00,LAX,443
198.41.209.203,4,3,25,61.50,0.00,HKG,443
198.41.207.120,4,4,0,146.14,0.00,LAX,443
162.159.32.141,4,4,0,101.99,0.00,HKG,443
104.27.46.126,4,3,25,193.23,0.00,LAX,443
104.25.138.163,4,4,0,191.33,0.00,LAX,443
172.66.205.123,4,3,25,190.86,0.00,LAX,443
104.25.154.6,4,4,0,178.44,0.00,LAX,443
188.114.97.70,4,4,0,185.38,0.00,LAX,443
104.24.191.93,4,3,25,178.35,0.00,LAX,443
188.114.98.88,4,4,0,187.68,0.00,SJC,443
104.17.29.5,4,3,25,38.24,0.00,HKG,443
104.24.224.121,4,4,0,195.61,0.00,LAX,443
141.101.114.136,4,3,25,120.78,0.00,SJC,443
104.19.107.163,4,4,0,182.27,0.00,LAX,443
104.24.167.107,4,4,0,191.41,0.00,LAX,443
188.114.99.55,4,4,0,189.79,0.00,LAX,443
188.114.98.136,4,3,25,191.48,0.00,LAX,443
104.27.113.121,4,3,25,189.25,0.00,SJC,443
104.17.186.248,4,3,25,63.29,0.00,HKG,443
188.114.96.51,4,3,25,196.48,0.00,LAX,443
172.66.193.84,4,3,25,186.37,0.00,LAX,443
104.19.179.222,4,3,25,187.64,0.00,SJC,443
103.21.244.195,4,3,25,189.07,0.00,LAX,443
190.93.246.196,4,4,0,70.19,0.00,HKG,443
190.93.246.55,4,4,0,100.83,0.00,SJC,443
108.162.192.218,4,3,25,189.26,0.00,LAX,443
104.16.67.15,4,4,0,178.81,0.00,SJC,443
104.27.96.185,4,4,0,188.40,0.00,LAX,443
198.41.223.89,4,3,25,173.96,0.00,LAX,443
141.101.122.92,4,4,0,188.93,0.00,LAX,443
172.66.173.112,4,4,0,178.56,0.00,LAX,443
108.162.195.241,4,4,0,142.12,0.00,LAX,443
103.21.244.178,4,3,25,190.94,0.00,LAX,443
103.21.244.59,4,4,0,187.89,0.00,SJC,443
103.21.244.247,4,3,25,172.54,0.00,LAX,443
104.25.80.73,4,4,0,174.85,0.00,SJC,443
190.93.247.105,4,4,0,138.35,0.00,HKG,443
104.17.3.234,4,4,0,194.45,0.00,SJC,443
162.159.22.171,4,4,0,192.41,0.00,LAX,443
162.159.9.85,4,3,25,136.71,0.00,SJC,443
162.159.212.53,4,3,25,134.66,0.00,SJC,443
104.18.105.161,4,3,25,183.50,0.00,SJC,443
173.245.49.217,4,4,0,110.99,0.00,LAX,443
103.31.4.4,4,4,0,215.07,0.00,DEN,443
104.24.86.245,4,3,25,185.18,0.00,LAX,443
162.159.134.23,4,4,0,65.93,0.00,NRT,443
103.31.4.56,4,3,25,218.13,0.00,DEN,443
104.25.235.86,4,3,25,198.34,0.00,LAX,443
162.159.25.185,4,4,0,143.21,0.00,SJC,443
162.159.143.241,4,4,0,68.38,0.00,NRT,443
104.18.177.255,4,4,0,74.50,0.00,SEA,443
104.20.30.53,4,4,0,176.82,0.00,LAX,443
104.27.31.225,4,4,0,196.61,0.00,SJC,443
141.101.123.102,4,4,0,187.46,0.00,HKG,443
104.27.24.84,4,4,0,184.74,0.00,LAX,443
173.245.59.38,4,3,25,138.68,0.00,SJC,443
104.16.107.208,4,4,0,226.33,0.00,LHR,443
141.101.120.167,4,3,25,182.77,0.00,LAX,443
104.19.81.83,4,3,25,188.25,0.00,LAX,443
104.16.165.252,4,3,25,174.73,0.00,SJC,443
198.41.222.57,4,4,0,151.80,0.00,LAX,443
172.67.234.86,4,3,25,187.58,0.00,LAX,443
188.114.99.248,4,3,25,195.06,0.00,LAX,443
103.31.4.37,4,4,0,217.96,0.00,DEN,443
104.27.45.164,4,3,25,194.08,0.00,LAX,443
188.114.98.80,4,3,25,187.75,0.00,LAX,443
198.41.218.1,4,3,25,192.24,0.00,LAX,443
104.24.29.218,4,3,25,196.10,0.00,LAX,443
104.16.190.188,4,4,0,169.24,0.00,SJC,443
104.25.107.168,4,4,0,191.11,0.00,LAX,443
104.18.76.63,4,4,0,182.64,0.00,SEA,443
162.159.234.135,4,4,0,213.48,0.00,DEN,443
104.18.208.96,4,4,0,162.26,0.00,SJC,443
172.67.106.33,4,3,25,186.66,0.00,LAX,443
141.101.115.87,4,3,25,162.47,0.00,HKG,443
104.25.43.107,4,3,25,185.58,0.00,LAX,443
198.41.204.208,4,3,25,179.99,0.00,LAX,443
108.162.194.233,4,4,0,181.86,0.00,LAX,443
198.41.202.2,4,3,25,192.29,0.00,SJC,443
190.93.247.80,4,4,0,101.44,0.00,SJC,443
173.245.58.172,4,3,25,198.29,0.00,LAX,443
104.25.211.7,4,4,0,189.50,0.00,LAX,443
172.67.81.175,4,3,25,195.88,0.00,LAX,443
198.41.197.121,4,4,0,183.39,0.00,LAX,443
190.93.246.32,4,4,0,114.08,0.00,SJC,443
104.27.58.114,4,3,25,188.31,0.00,LAX,443
162.159.253.55,4,3,25,131.08,0.00,LAX,443
104.16.255.216,4,4,0,42.32,0.00,HKG,443
104.21.56.106,4,3,25,174.85,0.00,LAX,443
104.16.217.179,4,3,25,172.41,0.00,SJC,443
108.162.196.27,4,4,0,155.70,0.00,LAX,443
188.114.97.156,4,4,0,187.30,0.00,LAX,443
103.31.4.190,4,4,0,218.24,0.00,DEN,443
104.27.24.124,4,4,0,186.44,0.00,LAX,443
103.21.244.18,4,4,0,115.67,0.00,SJC,443
188.114.96.46,4,4,0,174.14,0.00,LAX,443
103.31.4.155,4,4,0,205.87,0.00,DEN,443
104.19.110.93,4,4,0,188.24,0.00,LAX,443
104.27.33.84,4,3,25,185.46,0.00,SJC,443
104.17.112.38,4,4,0,45.11,0.00,HKG,443
104.27.64.96,4,3,25,180.38,0.00,LAX,443
190.93.247.89,4,3,25,128.13,0.00,HKG,443
141.101.114.70,4,3,25,140.75,0.00,SJC,443
198.41.222.97,4,4,0,153.65,0.00,LAX,443
104.18.49.149,4,4,0,71.39,0.00,LAX,443
104.18.218.52,4,4,0,171.40,0.00,SJC,443
104.21.238.218,4,4,0,174.64,0.00,SEA,443
103.21.244.239,4,4,0,153.18,0.00,LAX,443
162.159.244.237,4,4,0,151.94,0.00,LAX,443
104.25.205.28,4,3,25,160.58,0.00,LAX,443
198.41.200.173,4,4,0,152.44,0.00,HKG,443
172.66.196.12,4,4,0,177.68,0.00,LAX,443
104.24.11.20,4,4,0,191.67,0.00,LAX,443
141.101.114.216,4,4,0,38.87,0.00,SJC,443
104.25.105.33,4,3,25,182.58,0.00,LAX,443
190.93.247.103,4,3,25,80.71,0.00,HKG,443
104.19.158.199,4,3,25,66.72,0.00,HKG,443
108.162.193.63,4,3,25,132.97,0.00,LAX,443
172.66.155.149,4,3,25,186.22,0.00,LAX,443
162.159.4.9,4,4,0,189.35,0.00,LAX,443
104.25.113.123,4,4,0,192.09,0.00,SJC,443
104.17.40.67,4,3,25,182.42,0.00,SJC,443
162.159.152.199,4,4,0,70.25,0.00,NRT,443
190.93.245.49,4,4,0,109.40,0.00,SJC,443
172.67.113.183,4,3,25,177.15,0.00,SJC,443
141.101.122.99,4,4,0,150.80,0.00,LAX,443
104.16.140.247,4,3,25,240.71,0.00,LHR,443
190.93.246.181,4,3,25,130.98,0.00,SJC,443
104.24.52.154,4,3,25,179.92,0.00,LAX,443
173.245.59.93,4,4,0,153.56,0.00,LAX,443
103.21.244.29,4,3,25,183.02,0.00,SJC,443
104.24.187.23,4,3,25,195.72,0.00,LAX,443
104.25.255.130,4,3,25,112.02,0.00,HKG,443
104.19.142.229,4,4,0,191.20,0.00,SJC,443
104.17.126.237,4,3,25,44.89,0.00,HKG,443
188.114.97.151,4,3,25,185.47,0.00,LAX,443
198.41.195.181,4,3,25,138.62,0.00,LAX,443
162.159.10.242,4,3,25,89.82,0.00,LAX,443
173.245.59.219,4,3,25,134.03,0.00,SJC,443
141.101.115.202,4,3,25,112.02,0.00,SJC,443
173.245.58.167,4,3,25,157.31,0.00,SJC,443
198.41.208.215,4,3,25,65.61,0.00,HKG,443
104.24.167.76,4,4,0,182.10,0.00,LAX,443
104.24.84.232,4,4,0,190.16,0.00,LAX,443
103.31.4.97,4,3,25,191.03,0.00,DEN,443
103.21.244.227,4,3,25,138.75,0.00,LAX,443
188.114.99.49,4,3,25,181.50,0.00,LAX,443
104.17.172.239,4,4,0,40.40,0.00,HKG,443
104.24.72.227,4,3,25,188.92,0.00,SJC,443
188.114.97.208,4,3,25,191.92,0.00,LAX,443
172.64.90.118,4,3,25,195.37,0.00,LAX,443
172.64.41.28,4,4,0,106.35,0.00,LAX,443
162.159.3.169,4,4,0,188.27,0.00,LAX,443
188.114.96.114,4,4,0,184.86,0.00,SJC,443
104.17.246.148,4,3,25,181.93,0.00,SEA,443
104.27.77.80,4,3,25,189.79,0.00,LAX,443
162.159.253.161,4,4,0,177.23,0.00,LAX,443
104.16.177.34,4,3,25,183.59,0.00,SJC,443
104.27.39.63,4,3,25,180.96,0.00,SJC,443
198.41.222.99,4,4,0,145.75,0.00,LAX,443
104.20.29.108,4,4,0,178.26,0.00,LAX,443
190.93.244.161,4,4,0,94.26,0.00,SJC,443
103.21.244.88,4,4,0,191.90,0.00,LAX,443
108.162.193.134,4,4,0,145.91,0.00,LAX,443
162.159.129.62,4,4,0,69.12,0.00,NRT,443
172.64.38.34,4,3,25,181.05,0.00,LAX,443
104.27.41.128,4,4,0,162.51,0.00,SJC,443
162.159.0.89,4,4,0,167.65,0.00,LAX,443
190.93.246.205,4,3,25,80.05,0.00,HKG,443
141.101.122.109,4,4,0,138.41,0.00,SJC,443
104.27.27.31,4,3,25,183.37,0.00,LAX,443
108.162.196.245,4,3,25,130.40,0.00,LAX,443
141.101.123.16,4,3,25,142.17,0.00,SJC,443
104.24.150.112,4,3,25,194.04,0.00,SJC,443
198.41.192.131,4,3,25,188.83,0.00,LAX,443
172.64.49.161,4,3,25,170.75,0.00,SJC,443
188.114.98.136,4,4,0,190.98,0.00,SJC,443
198.41.192.203,4,3,25,135.69,0.00,LAX,443
104.24.233.1,4,4,0,183.70,0.00,LAX,443
104.25.28.231,4,4,0,190.05,0.00,LAX,443
104.25.160.9,4,4,0,184.62,0.00,SJC,443
190.93.247.54,4,4,0,132.62,0.00,HKG,443
188.114.96.49,4,3,25,183.17,0.00,SJC,443
141.101.121.176,4,3,25,169.26,0.00,SJC,443
104.27.47.99,4,4,0,176.70,0.00,SJC,443
198.41.211.35,4,3,25,190.95,0.00,HKG,443
172.66.143.208,4,3,25,189.76,0.00,LAX,443
190.93.246.40,4,4,0,101.77,0.00,HKG,443
104.24.8.25,4,3,25,180.49,0.00,LAX,443
104.25.229.97,4,4,0,190.32,0.00,SJC,443
104.16.128.228,4,3,25,232.97,0.00,LHR,443
104.17.149.208,4,3,25,82.98,0.00,HKG,443
104.25.141.91,4,4,0,184.90,0.00,LAX,443
188.114.96.166,4,4,0,178.78,0.00,LAX,443
104.24.38.162,4,4,0,178.98,0.00,LAX,443
104.25.20.65,4,3,25,161.03,0.00,SJC,443
104.27.77.119,4,4,0,189.70,0.00,LAX,443
104.21.203.241,4,4,0,186.03,0.00,LAX,443
162.159.27.234,4,4,0,143.92,0.00,LAX,443
198.41.195.204,4,4,0,155.87,0.00,SJC,443
104.27.85.169,4,3,25,192.39,0.00,LAX,443
104.25.95.154,4,3,25,187.16,0.00,SJC,443
188.114.99.150,4,3,25,186.30,0.00,LAX,443
172.67.89.165,4,4,0,194.21,0.00,LAX,443
104.25.125.176,4,4,0,189.80,0.00,LAX,443
104.25.222.137,4,4,0,186.71,0.00,SJC,443
104.24.18.84,4,3,25,182.05,0.00,SJC,443
104.24.164.79,4,4,0,185.44,0.00,LAX,443
104.16.92.165,4,4,0,168.84,0.00,SJC,443
104.16.200.186,4,4,0,164.40,0.00,SJC,443
104.19.47.90,4,4,0,37.57,0.00,HKG,443
188.114.98.229,4,4,0,184.18,0.00,SJC,443
162.159.11.12,4,4,0,113.20,0.00,LAX,443
104.25.29.241,4,3,25,183.19,0.00,LAX,443
104.27.200.184,4,3,25,188.23,0.00,LAX,443
172.66.139.130,4,3,25,187.80,0.00,LAX,443
188.114.99.90,4,3,25,192.43,0.00,LAX,443
103.31.4.171,4,4,0,210.64,0.00,DEN,443
104.24.231.186,4,3,25,181.69,0.00,LAX,443
104.19.136.8,4,3,25,184.55,0.00,SJC,443
104.16.254.89,4,4,0,67.41,0.00,HKG,443
104.24.216.155,4,4,0,191.64,0.00,LAX,443
162.159.8.26,4,4,0,190.80,0.00,LAX,443
172.67.205.96,4,3,25,225.23,0.00,LHR,443
108.162.198.225,4,4,0,132.15,0.00,HKG,443
141.101.90.113,4,3,25,188.91,0.00,MXP,443
104.19.230.126,4,4,0,226.55,0.00,LHR,443
162.159.45.240,4,3,25,191.26,0.00,LAX,443
104.27.76.38,4,3,25,180.71,0.00,LAX,443
190.93.244.188,4,4,0,109.01,0.00,HKG,443
104.18.155.55,4,3,25,131.07,0.00,SJC,443
103.21.244.236,4,3,25,195.89,0.00,LAX,443
103.31.4.5,4,4,0,204.12,0.00,DEN,443
190.93.247.214,4,3,25,78.64,0.00,HKG,443
104.16.4.128,4,3,25,124.13,0.00,HKG,443
104.19.78.149,4,4,0,180.64,0.00,LAX,443
104.17.111.75,4,4,0,80.55,0.00,HKG,443
104.16.208.226,4,3,25,183.05,0.00,SJC,443
173.245.49.11,4,3,25,188.78,0.00,LAX,443
190.93.246.23,4,4,0,116.20,0.00,SJC,443
172.67.238.142,4,3,25,192.89,0.00,LAX,443
172.67.249.96,4,3,25,194.59,0.00,LAX,443
198.41.208.188,4,4,0,74.13,0.00,HKG,443
104.18.130.90,4,3,25,181.33,0.00,SJC,443
198.41.209.194,4,4,0,87.28,0.00,HKG,443
108.162.192.67,4,4,0,180.64,0.00,LAX,443
141.101.122.222,4,3,25,129.38,0.00,LAX,443
104.19.202.151,4,4,0,113.21,0.00,LAX,443
104.24.205.4,4,3,25,184.62,0.00,SJC,443
104.27.46.27,4,4,0,189.03,0.00,LAX,443
104.17.91.120,4,4,0,171.82,0.00,SJC,443
104.16.190.32,4,3,25,183.06,0.00,SJC,443
198.41.196.50,4,3,25,171.02,0.00,SJC,443
104.25.111.98,4,4,0,185.05,0.00,LAX,443
104.25.78.56,4,4,0,190.52,0.00,LAX,443
104.24.83.142,4,4,0,180.79,0.00,SJC,443
104.17.147.210,4,3,25,43.95,0.00,HKG,443
108.162.192.209,4,3,25,185.83,0.00,LAX,443
188.114.97.124,4,4,0,186.05,0.00,LAX,443
104.27.116.255,4,3,25,192.64,0.00,LAX,443
108.162.194.102,4,3,25,177.92,0.00,LAX,443
141.101.114.133,4,4,0,114.98,0.00,HKG,443
104.25.243.51,4,4,0,39.00,0.00,LHR,443
104.27.124.35,4,4,0,188.36,0.00,LAX,443
103.21.244.67,4,3,25,177.56,0.00,LAX,443
162.159.140.246,4,4,0,70.93,0.00,NRT,443
172.65.60.213,4,4,0,194.54,0.00,LAX,443
104.27.69.101,4,3,25,190.29,0.00,LAX,443
198.41.206.198,4,3,25,143.75,0.00,LAX,443
190.93.246.196,4,3,25,79.18,0.00,HKG,443
190.93.246.115,4,3,25,39.55,0.00,SJC,443
104.19.170.162,4,4,0,174.87,0.00,SEA,443
162.159.16.114,4,3,25,191.68,0.00,SJC,443
173.245.58.160,4,3,25,189.84,0.00,LAX,443
190.93.245.242,4,4,0,113.24,0.00,HKG,443
198.41.197.167,4,3,25,88.11,0.00,SJC,443
104.24.237.87,4,3,25,190.03,0.00,LAX,443
103.31.4.248,4,4,0,181.10,0.00,DEN,443
173.245.58.253,4,3,25,171.95,0.00,SJC,443
104.19.109.9,4,3,25,195.02,0.00,LAX,443
172.67.186.231,4,3,25,194.62,0.00,LAX,443
103.21.244.151,4,4,0,146.24,0.00,LAX,443
103.31.4.193,4,4,0,188.09,0.00,DEN,443
104.25.214.177,4,3,25,193.96,0.00,LAX,443
104.18.77.166,4,4,0,175.28,0.00,SEA,443
188.114.99.205,4,4,0,190.61,0.00,SJC,443
141.101.114.126,4,3,25,39.12,0.00,HKG,443
172.66.214.253,4,3,25,196.46,0.00,LAX,443
104.24.78.55,4,3,25,193.54,0.00,SJC,443
104.27.39.19,4,3,25,190.78,0.00,SJC,443
104.17.219.106,4,3,25,37.19,0.00,HKG,443
173.245.49.20,4,4,0,149.88,0.00,LAX,443
104.21.49.225,4,3,25,178.48,0.00,LAX,443
104.17.204.14,4,3,25,79.91,0.00,SJC,443
198.41.207.205,4,3,25,144.26,0.00,LAX,443
162.159.13.88,4,3,25,184.51,0.00,LAX,443
173.245.58.83,4,3,25,184.03,0.00,LAX,443
103.31.4.73,4,3,25,204.17,0.00,DEN,443
104.25.19.194,4,4,0,186.99,0.00,LAX,443
108.162.198.35,4,3,25,39.19,0.00,SJC,443
104.24.68.0,4,4,0,181.73,0.00,SJC,443
104.18.153.157,4,3,25,162.72,0.00,HKG,443
104.24.244.81,4,3,25,184.48,0.00,LAX,443
104.21.105.184,4,4,0,190.56,0.00,LAX,443
104.18.211.13,4,4,0,188.07,0.00,SJC,443
172.67.159.121,4,4,0,167.58,0.00,SEA,443
162.159.140.22,4,4,0,71.28,0.00,NRT,443
104.20.30.140,4,3,25,190.24,0.00,LAX,443
172.67.214.143,4,3,25,174.31,0.00,SJC,443
103.21.244.230,4,3,25,86.99,0.00,LAX,443
173.245.49.220,4,3,25,133.68,0.00,SJC,443
162.159.142.248,4,4,0,44.70,0.00,NRT,443
104.24.56.76,4,4,0,185.33,0.00,LAX,443
103.21.244.125,4,4,0,155.04,0.00,LAX,443
173.245.59.91,4,4,0,190.16,0.00,SJC,443
108.162.195.3,4,3,25,195.59,0.00,LAX,443
162.159.10.35,4,3,25,194.22,0.00,HKG,443
190.93.246.35,4,3,25,130.97,0.00,SJC,443
104.16.5.67,4,4,0,110.67,0.00,SEA,443
198.41.202.28,4,3,25,184.28,0.00,LAX,443
141.101.113.69,4,3,25,180.52,0.00,LAX,443
103.31.4.121,4,3,25,209.23,0.00,DEN,443
103.31.4.210,4,3,25,210.42,0.00,DEN,443
190.93.245.255,4,4,0,107.30,0.00,HKG,443
198.41.197.197,4,3,25,186.21,0.00,LAX,443
141.101.114.23,4,3,25,129.14,0.00,HKG,443
190.93.247.37,4,3,25,122.85,0.00,SJC,443
103.31.4.246,4,4,0,207.54,0.00,DEN,443
188.114.99.239,4,4,0,184.43,0.00,SJC,443
188.114.99.222,4,3,25,192.00,0.00,LAX,443
162.159.10.139,4,4,0,106.73,0.00,SJC,443
104.17.23.182,4,3,25,66.52,0.00,HKG,443
162.159.244.102,4,3,25,139.26,0.00,SJC,443
104.17.136.221,4,3,25,132.03,0.00,SJC,443
104.25.6.78,4,4,0,184.95,0.00,LAX,443
173.245.49.95,4,3,25,192.99,0.00,HKG,443
198.41.209.108,4,3,25,68.75,0.00,HKG,443
141.101.121.239,4,3,25,138.30,0.00,SJC,443
188.114.99.142,4,3,25,177.53,0.00,LAX,443
104.24.56.195,4,4,0,179.99,0.00,LAX,443
104.19.87.123,4,3,25,188.19,0.00,LAX,443
103.31.4.176,4,3,25,223.32,0.00,DEN,443
173.245.59.19,4,3,25,186.80,0.00,SJC,443
188.114.99.144,4,4,0,180.60,0.00,LAX,443
190.93.246.115,4,3,25,178.93,0.00,SJC,443
103.31.4.161,4,4,0,213.05,0.00,DEN,443
104.24.31.13,4,3,25,186.99,0.00,SJC,443
162.159.242.104,4,4,0,185.51,0.00,HKG,443
104.17.1.99,4,4,0,178.11,0.00,SJC,443
141.101.113.38,4,4,0,187.51,0.00,LAX,443
104.16.110.145,4,4,0,223.08,0.00,LHR,443
198.41.198.122,4,3,25,178.56,0.00,LAX,443
190.93.247.233,4,4,0,76.66,0.00,HKG,443
104.25.218.213,4,3,25,192.05,0.00,SJC,443
104.19.132.86,4,3,25,198.99,0.00,LAX,443
198.41.206.227,4,3,25,140.58,0.00,LAX,443
108.162.198.76,4,3,25,89.78,0.00,SJC,443
172.66.139.248,4,3,25,188.48,0.00,SJC,443
104.17.152.123,4,3,25,56.78,0.00,HKG,443
104.27.207.239,4,3,25,189.66,0.00,LAX,443
104.25.234.106,4,4,0,189.48,0.00,LAX,443
104.25.169.113,4,4,0,182.13,0.00,SJC,443
198.41.194.232,4,4,0,193.04,0.00,LAX,443
104.19.148.221,4,3,25,84.08,0.00,HKG,443
172.67.136.27,4,4,0,215.11,0.00,LHR,443
172.67.231.200,4,3,25,190.22,0.00,LAX,443
162.159.128.155,4,4,0,54.13,0.00,NRT,443
162.159.19.121,4,4,0,185.95,0.00,LAX,443
104.17.73.41,4,4,0,181.94,0.00,SJC,443
108.162.198.95,4,3,25,122.45,0.00,SJC,443
104.25.43.196,4,4,0,190.98,0.00,SJC,443
104.24.25.178,4,4,0,189.04,0.00,LAX,443
104.24.212.209,4,4,0,187.10,0.00,SJC,443
162.159.246.142,4,3,25,139.83,0.00,HKG,443
162.159.135.162,4,3,25,44.77,0.00,NRT,443
104.17.53.209,4,3,25,41.96,0.00,HKG,443
103.21.244.62,4,3,25,194.11,0.00,LAX,443
104.19.45.189,4,3,25,38.17,0.00,HKG,443
190.93.244.143,4,4,0,76.23,0.00,HKG,443
141.101.113.121,4,3,25,177.56,0.00,LAX,443
173.245.58.121,4,3,25,182.54,0.00,LAX,443
104.17.3.2,4,4,0,182.91,0.00,SJC,443
104.24.145.90,4,4,0,181.50,0.00,LAX,443
104.18.251.249,4,4,0,177.97,0.00,SJC,443
103.31.4.76,4,4,0,182.55,0.00,DEN,443
198.41.219.61,4,4,0,169.75,0.00,SJC,443
104.19.44.183,4,3,25,38.15,0.00,HKG,443
104.25.172.139,4,4,0,186.67,0.00,LAX,443
104.18.97.122,4,3,25,182.88,0.00,SJC,443
173.245.49.120,4,3,25,138.80,0.00,HKG,443
103.31.4.59,4,3,25,212.78,0.00,DEN,443
198.41.204.9,4,4,0,145.65,0.00,LAX,443
188.114.96.98,4,4,0,189.66,0.00,LAX,443
104.25.173.121,4,4,0,171.05,0.00,LAX,443
141.101.114.188,4,4,0,145.38,0.00,SJC,443
104.18.144.104,4,3,25,39.62,0.00,SJC,443
104.19.52.97,4,3,25,38.64,0.00,HKG,443
188.114.98.55,4,4,0,180.30,0.00,LAX,443
173.245.59.124,4,4,0,113.32,0.00,HKG,443
104.17.182.76,4,4,0,39.24,0.00,HKG,443
162.159.58.67,4,3,25,128.13,0.00,LAX,443
104.25.131.77,4,3,25,181.00,0.00,SJC,443
103.31.4.242,4,4,0,196.14,0.00,DEN,443
190.93.245.56,4,3,25,112.11,0.00,SJC,443
162.159.129.126,4,3,25,75.18,0.00,NRT,443
104.18.254.183,4,4,0,194.07,0.00,SJC,443
172.64.84.28,4,4,0,114.54,0.00,LAX,443
190.93.247.158,4,3,25,133.22,0.00,SJC,443
104.18.18.185,4,3,25,227.47,0.00,LHR,443
104.16.68.98,4,3,25,154.23,0.00,SJC,443
198.41.206.45,4,4,0,179.76,0.00,LAX,443
104.24.244.155,4,3,25,188.75,0.00,LAX,443
172.67.187.95,4,4,0,169.14,0.00,LAX,443
190.93.244.181,4,4,0,152.96,0.00,SJC,443
104.27.37.127,4,3,25,182.53,0.00,LAX,443
104.25.237.50,4,3,25,177.57,0.00,LAX,443
104.26.6.33,4,3,25,181.92,0.00,SEA,443
104.24.83.112,4,3,25,182.62,0.00,LAX,443
104.24.59.135,4,3,25,191.74,0.00,SJC,443
198.41.215.233,4,4,0,152.62,0.00,HKG,443
104.25.241.237,4,3,25,39.71,0.00,HKG,443
162.159.14.83,4,3,25,190.80,0.00,LAX,443
172.67.183.213,4,3,25,187.06,0.00,LAX,443
104.25.126.78,4,3,25,188.65,0.00,LAX,443
104.16.47.223,4,3,25,172.22,0.00,SEA,443
190.93.247.231,4,3,25,89.94,0.00,SJC,443
104.24.164.197,4,3,25,188.74,0.00,LAX,443
104.25.38.230,4,3,25,179.78,0.00,LAX,443
190.93.247.33,4,4,0,101.15,0.00,HKG,443
172.66.40.246,4,4,0,167.39,0.00,SEA,443
162.159.141.104,4,3,25,57.75,0.00,NRT,443
103.21.244.146,4,3,25,190.89,0.00,LAX,443
173.245.59.173,4,4,0,188.79,0.00,SJC,443
108.162.192.14,4,3,25,186.72,0.00,LAX,443
172.66.209.197,4,3,25,191.67,0.00,LAX,443
162.159.160.220,4,3,25,224.18,0.00,FRA,443
108.162.198.26,4,3,25,80.94,0.00,SJC,443
104.21.208.38,4,3,25,183.27,0.00,SJC,443
162.159.224.194,4,3,25,199.14,0.00,DEN,443
173.245.49.1,4,3,25,119.99,0.00,SJC,443
103.31.4.129,4,3,25,192.07,0.00,DEN,443
141.101.121.241,4,4,0,190.76,0.00,SJC,443
103.31.4.134,4,3,25,210.87,0.00,DEN,443
104.24.70.83,4,4,0,189.27,0.00,LAX,443
