IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(M),地区码,端口
104.24.131.242,4,4,0,186.97,0.00,LAX,443
198.41.223.241,4,4,0,158.17,0.00,HKG,443
162.159.33.209,4,4,0,184.28,0.00,LAX,443
104.19.162.37,4,3,25,182.47,0.00,SEA,443
103.21.244.61,4,4,0,154.44,0.00,LAX,443
104.19.167.79,4,4,0,182.01,0.00,SEA,443
188.114.98.46,4,4,0,176.73,0.00,LAX,443
190.93.244.210,4,4,0,76.64,0.00,SJC,443
188.114.97.189,4,4,0,176.44,0.00,SJC,443
104.18.170.151,4,4,0,140.24,0.00,HKG,443
104.16.231.129,4,4,0,177.26,0.00,SJC,443
172.66.176.230,4,4,0,185.18,0.00,SJC,443
173.245.58.71,4,4,0,192.85,0.00,SJC,443
103.21.244.176,4,4,0,188.72,0.00,SJC,443
104.24.45.156,4,4,0,190.64,0.00,SJC,443
173.245.49.109,4,4,0,145.28,0.00,HKG,443
108.162.196.154,4,4,0,154.76,0.00,SJC,443
141.101.113.180,4,4,0,185.45,0.00,LAX,443
104.27.40.109,4,3,25,189.56,0.00,LAX,443
104.25.100.12,4,4,0,174.02,0.00,LAX,443
198.41.195.30,4,4,0,187.50,0.00,LAX,443
198.41.208.97,4,4,0,56.44,0.00,HKG,443
104.25.251.200,4,4,0,38.87,0.00,HKG,443
104.27.23.232,4,3,25,191.14,0.00,LAX,443
104.24.227.202,4,4,0,182.38,0.00,SJC,443
190.93.247.198,4,4,0,175.02,0.00,SJC,443
104.25.228.2,4,3,25,189.20,0.00,SJC,443
198.41.199.31,4,4,0,185.98,0.00,LAX,443
108.162.195.253,4,3,25,172.13,0.00,LAX,443
188.114.97.203,4,3,25,167.65,0.00,LAX,443
104.19.48.61,4,4,0,37.48,0.00,HKG,443
198.41.198.97,4,3,25,188.94,0.00,SJC,443
190.93.246.25,4,4,0,176.14,0.00,HKG,443
198.41.208.108,4,4,0,68.66,0.00,HKG,443
104.16.69.248,4,4,0,161.95,0.00,SJC,443
188.114.96.212,4,3,25,193.76,0.00,SJC,443
162.159.247.47,4,4,0,113.73,0.00,SJC,443
162.159.13.17,4,4,0,145.48,0.00,LAX,443
173.245.49.227,4,4,0,185.54,0.00,LAX,443
104.17.75.48,4,4,0,168.73,0.00,SJC,443
103.31.4.50,4,4,0,206.03,0.00,DEN,443
190.93.244.253,4,3,25,128.04,0.00,SJC,443
104.17.50.16,4,4,0,67.65,0.00,HKG,443
104.27.21.177,4,3,25,200.87,0.00,LAX,443
103.21.244.7,4,3,25,174.84,0.00,LAX,443
188.114.99.197,4,4,0,182.69,0.00,SJC,443
103.21.244.186,4,4,0,182.18,0.00,HKG,443
104.25.229.181,4,4,0,178.12,0.00,LAX,443
104.20.8.155,4,4,0,181.43,0.00,LAX,443
104.27.85.5,4,3,25,187.52,0.00,SJC,443
162.159.242.250,4,4,0,183.56,0.00,LAX,443
104.18.161.95,4,4,0,177.11,0.00,HKG,443
104.24.15.76,4,3,25,171.36,0.00,SJC,443
104.24.71.238,4,4,0,186.10,0.00,LAX,443
141.101.123.95,4,3,25,190.92,0.00,LAX,443
104.25.213.181,4,4,0,183.16,0.00,LAX,443
172.65.193.167,4,3,25,139.56,0.00,MAD,443
104.24.147.247,4,4,0,178.01,0.00,SJC,443
190.93.246.161,4,4,0,116.98,0.00,HKG,443
141.101.115.11,4,4,0,169.87,0.00,HKG,443
172.67.68.38,4,4,0,174.98,0.00,SEA,443
104.17.88.83,4,3,25,173.24,0.00,SJC,443
104.16.155.104,4,4,0,52.23,0.00,HKG,443
104.21.200.213,4,3,25,185.49,0.00,LAX,443
103.21.244.64,4,4,0,153.22,0.00,LAX,443
190.93.246.178,4,3,25,90.97,0.00,SJC,443
198.41.203.89,4,4,0,185.47,0.00,HKG,443
104.27.89.186,4,4,0,182.34,0.00,LAX,443
104.25.191.229,4,4,0,186.09,0.00,SJC,443
198.41.195.115,4,3,25,180.67,0.00,LAX,443
188.114.96.246,4,4,0,174.86,0.00,SJC,443
104.18.91.174,4,4,0,90.41,0.00,HKG,443
172.67.228.59,4,4,0,183.80,0.00,LAX,443
190.93.245.84,4,4,0,108.91,0.00,SJC,443
104.21.45.248,4,4,0,169.03,0.00,SJC,443
104.24.198.67,4,4,0,174.08,0.00,SJC,443
103.31.4.66,4,4,0,196.20,0.00,DEN,443
104.27.105.219,4,3,25,182.72,0.00,LAX,443
173.245.58.206,4,4,0,172.82,0.00,SJC,443
173.245.58.8,4,4,0,182.51,0.00,SJC,443
103.31.4.248,4,4,0,204.79,0.00,DEN,443
162.159.130.130,4,4,0,41.69,0.00,NRT,443
108.162.193.178,4,4,0,149.15,0.00,SJC,443
188.114.98.53,4,4,0,187.95,0.00,LAX,443
198.41.211.134,4,3,25,138.77,0.00,LAX,443
104.21.123.250,4,4,0,173.01,0.00,SJC,443
104.24.243.93,4,4,0,177.69,0.00,LAX,443
104.16.56.8,4,4,0,181.79,0.00,SEA,443
141.101.113.164,4,4,0,193.75,0.00,LAX,443
188.114.96.106,4,4,0,183.07,0.00,LAX,443
104.16.136.19,4,4,0,233.74,0.00,LHR,443
172.67.195.72,4,3,25,233.55,0.00,LHR,443
103.31.4.165,4,4,0,204.67,0.00,DEN,443
104.21.41.124,4,4,0,169.12,0.00,SJC,443
104.19.82.2,4,3,25,196.60,0.00,SJC,443
173.245.49.174,4,3,25,188.90,0.00,LAX,443
104.19.157.81,4,4,0,88.40,0.00,HKG,443
104.19.9.216,4,4,0,180.36,0.00,LAX,443
172.67.250.206,4,4,0,183.90,0.00,SJC,443
103.31.4.164,4,4,0,199.14,0.00,DEN,443
190.93.246.18,4,4,0,145.87,0.00,HKG,443
104.27.100.147,4,4,0,191.75,0.00,LAX,443
104.25.194.118,4,4,0,184.31,0.00,LAX,443
104.16.132.244,4,4,0,236.34,0.00,LHR,443
173.245.58.209,4,3,25,201.53,0.00,LAX,443
162.159.14.44,4,3,25,194.22,0.00,LAX,443
104.24.76.214,4,4,0,192.67,0.00,LAX,443
104.24.141.202,4,4,0,195.30,0.00,SJC,443
188.114.96.181,4,4,0,169.39,0.00,SJC,443
198.41.216.42,4,3,25,135.34,0.00,SJC,443
162.159.14.250,4,4,0,189.14,0.00,LAX,443
141.101.114.177,4,4,0,132.75,0.00,HKG,443
173.245.58.161,4,4,0,188.45,0.00,LAX,443
198.41.198.178,4,3,25,124.69,0.00,SJC,443
104.18.255.160,4,3,25,173.73,0.00,SJC,443
172.67.159.40,4,3,25,172.48,0.00,SEA,443
104.21.214.1,4,4,0,168.87,0.00,LAX,443
162.159.12.45,4,4,0,174.33,0.00,LAX,443
188.114.96.124,4,4,0,182.78,0.00,LAX,443
104.19.105.244,4,3,25,193.88,0.00,LAX,443
104.20.48.206,4,3,25,230.63,0.00,FRA,443
188.114.98.54,4,4,0,183.61,0.00,LAX,443
104.25.71.69,4,4,0,182.01,0.00,LAX,443
104.16.240.180,4,3,25,64.42,0.00,HKG,443
188.114.97.50,4,4,0,186.90,0.00,SJC,443
104.27.200.240,4,4,0,167.10,0.00,SJC,443
162.159.58.139,4,4,0,187.35,0.00,HKG,443
141.101.120.190,4,3,25,185.68,0.00,LAX,443
198.41.196.194,4,4,0,196.93,0.00,LAX,443
104.17.78.147,4,4,0,185.29,0.00,SJC,443
172.66.137.182,4,3,25,179.73,0.00,SJC,443
173.245.59.215,4,4,0,177.17,0.00,LAX,443
104.24.146.72,4,3,25,195.11,0.00,SJC,443
104.27.106.156,4,4,0,178.47,0.00,LAX,443
141.101.114.241,4,4,0,179.42,0.00,HKG,443
198.41.208.105,4,4,0,80.26,0.00,HKG,443
173.245.58.6,4,4,0,188.34,0.00,SJC,443
190.93.245.103,4,3,25,89.79,0.00,SJC,443
104.18.30.150,4,3,25,231.87,0.00,LHR,443
198.41.207.83,4,4,0,149.45,0.00,HKG,443
141.101.115.170,4,3,25,153.55,0.00,SJC,443
103.21.244.74,4,3,25,192.84,0.00,LAX,443
104.19.161.251,4,4,0,167.62,0.00,SEA,443
188.114.99.208,4,4,0,188.29,0.00,LAX,443
104.16.175.165,4,4,0,176.28,0.00,SJC,443
104.25.101.200,4,4,0,192.84,0.00,LAX,443
104.18.230.41,4,4,0,145.46,0.00,SJC,443
198.41.209.242,4,3,25,62.45,0.00,HKG,443
188.114.96.18,4,4,0,195.44,0.00,LAX,443
104.24.253.10,4,4,0,189.48,0.00,LAX,443
104.18.231.33,4,4,0,76.29,0.00,HKG,443
104.27.203.141,4,4,0,181.56,0.00,SJC,443
104.24.160.113,4,4,0,187.67,0.00,SJC,443
104.16.231.199,4,4,0,186.32,0.00,SJC,443
198.41.209.193,4,4,0,40.54,0.00,HKG,443
198.41.196.105,4,4,0,184.83,0.00,LAX,443
190.93.247.12,4,3,25,39.31,0.00,HKG,443
104.27.3.46,4,4,0,183.39,0.00,SJC,443
104.16.25.79,4,4,0,176.32,0.00,SJC,443
198.41.207.200,4,4,0,139.38,0.00,LAX,443
104.19.175.62,4,4,0,174.62,0.00,SEA,443
104.17.184.77,4,4,0,38.47,0.00,HKG,443
104.24.47.219,4,4,0,190.00,0.00,SJC,443
104.25.120.95,4,4,0,192.01,0.00,LAX,443
103.31.4.175,4,4,0,204.40,0.00,DEN,443
104.24.214.250,4,4,0,183.64,0.00,LAX,443
104.18.6.84,4,4,0,174.41,0.00,SEA,443
173.245.58.111,4,4,0,195.36,0.00,SJC,443
173.245.49.223,4,4,0,180.44,0.00,SJC,443
104.25.202.141,4,4,0,193.21,0.00,LAX,443
198.41.201.116,4,4,0,112.54,0.00,LAX,443
190.93.245.138,4,4,0,101.05,0.00,SJC,443
188.114.96.125,4,3,25,183.54,0.00,LAX,443
104.24.36.38,4,3,25,178.60,0.00,SJC,443
198.41.195.45,4,4,0,144.51,0.00,LAX,443
141.101.114.12,4,4,0,93.55,0.00,HKG,443
104.16.167.240,4,4,0,169.05,0.00,SJC,443
141.101.114.195,4,4,0,140.54,0.00,SJC,443
172.64.66.75,4,4,0,153.93,0.00,LAX,443
188.114.99.117,4,4,0,187.72,0.00,SJC,443
104.17.177.240,4,4,0,47.23,0.00,HKG,443
104.16.188.115,4,3,25,173.12,0.00,SJC,443
104.27.13.116,4,4,0,179.36,0.00,LAX,443
104.17.156.16,4,4,0,53.84,0.00,HKG,443
141.101.115.173,4,4,0,68.50,0.00,HKG,443
104.24.80.186,4,4,0,185.82,0.00,LAX,443
104.25.181.194,4,4,0,185.05,0.00,LAX,443
104.25.18.248,4,4,0,183.02,0.00,SJC,443
104.19.201.68,4,3,25,182.04,0.00,HKG,443
104.26.6.124,4,4,0,167.45,0.00,SEA,443
104.16.178.3,4,4,0,177.56,0.00,SJC,443
104.25.30.170,4,4,0,187.63,0.00,LAX,443
104.25.30.211,4,4,0,189.04,0.00,LAX,443
141.101.123.128,4,4,0,153.21,0.00,SJC,443
104.21.98.116,4,3,25,178.68,0.00,LAX,443
104.26.15.152,4,4,0,174.84,0.00,SEA,443
103.31.4.105,4,4,0,211.92,0.00,DEN,443
104.25.43.245,4,4,0,182.30,0.00,LAX,443
162.159.38.254,4,3,25,188.75,0.00,LAX,443
108.162.195.6,4,4,0,193.61,0.00,SJC,443
198.41.214.140,4,3,25,174.93,0.00,LAX,443
103.31.4.242,4,4,0,187.14,0.00,DEN,443
104.24.54.9,4,3,25,171.84,0.00,LAX,443
198.41.218.66,4,4,0,184.94,0.00,LAX,443
198.41.199.226,4,4,0,143.58,0.00,SJC,443
104.24.239.61,4,3,25,193.50,0.00,LAX,443
104.24.200.178,4,4,0,196.12,0.00,SJC,443
104.27.34.159,4,3,25,194.32,0.00,LAX,443
108.162.195.18,4,4,0,181.11,0.00,LAX,443
104.16.247.25,4,3,25,43.73,0.00,HKG,443
104.16.41.224,4,4,0,173.99,0.00,SEA,443
104.17.139.128,4,4,0,102.37,0.00,HKG,443
162.159.212.119,4,4,0,118.39,0.00,SEA,443
104.19.189.164,4,4,0,177.31,0.00,SJC,443
198.41.214.49,4,4,0,153.29,0.00,SJC,443
103.31.4.240,4,4,0,212.79,0.00,DEN,443
103.21.244.6,4,4,0,193.40,0.00,LAX,443
141.101.115.106,4,4,0,68.70,0.00,SJC,443
162.159.26.228,4,4,0,177.83,0.00,LAX,443
104.21.111.85,4,3,25,191.18,0.00,LAX,443
172.64.151.102,4,4,0,135.85,0.00,LAX,443
190.93.245.121,4,4,0,123.37,0.00,SJC,443
104.19.237.66,4,4,0,243.78,0.00,LHR,443
103.31.4.235,4,4,0,204.36,0.00,DEN,443
104.27.122.95,4,3,25,178.55,0.00,LAX,443
104.25.105.109,4,3,25,186.95,0.00,LAX,443
162.159.10.134,4,4,0,179.39,0.00,HKG,443
104.25.109.255,4,3,25,187.97,0.00,SJC,443
190.93.244.47,4,4,0,109.40,0.00,SJC,443
190.93.247.78,4,3,25,81.04,0.00,HKG,443
103.31.4.136,4,4,0,219.96,0.00,DEN,443
104.25.192.221,4,3,25,183.96,0.00,LAX,443
103.21.244.161,4,3,25,129.90,0.00,LAX,443
172.67.181.94,4,3,25,186.82,0.00,LAX,443
104.17.109.104,4,4,0,57.74,0.00,HKG,443
103.31.4.79,4,4,0,181.73,0.00,DEN,443
104.27.5.22,4,4,0,182.03,0.00,LAX,443
104.24.68.129,4,3,25,169.18,0.00,SJC,443
162.159.245.82,4,3,25,184.89,0.00,LAX,443
104.19.244.238,4,3,25,175.33,0.00,SJC,443
104.21.210.203,4,4,0,179.96,0.00,LAX,443
104.17.155.17,4,4,0,68.25,0.00,HKG,443
188.114.96.32,4,4,0,185.65,0.00,LAX,443
141.101.115.121,4,3,25,130.16,0.00,SJC,443
190.93.246.188,4,4,0,176.15,0.00,SJC,443
108.162.198.77,4,4,0,70.62,0.00,SJC,443
188.114.98.219,4,4,0,188.61,0.00,LAX,443
104.27.64.6,4,4,0,192.00,0.00,LAX,443
172.67.228.222,4,4,0,184.82,0.00,SJC,443
103.31.4.243,4,4,0,196.66,0.00,DEN,443
190.93.244.179,4,3,25,126.15,0.00,SJC,443
162.159.10.228,4,4,0,191.87,0.00,LAX,443
198.41.196.133,4,4,0,183.29,0.00,SJC,443
104.27.41.60,4,4,0,190.57,0.00,SJC,443
104.19.103.224,4,4,0,185.88,0.00,LAX,443
104.20.43.79,4,3,25,193.97,0.00,LAX,443
104.17.109.247,4,3,25,58.57,0.00,HKG,443
190.93.245.147,4,3,25,70.47,0.00,SJC,443
198.41.219.249,4,3,25,172.93,0.00,SJC,443
162.159.253.89,4,4,0,187.19,0.00,HKG,443
104.27.11.174,4,4,0,174.49,0.00,SJC,443
104.19.114.52,4,4,0,187.26,0.00,LAX,443
104.24.216.144,4,4,0,186.14,0.00,LAX,443
104.25.211.128,4,4,0,190.42,0.00,SJC,443
108.162.196.231,4,4,0,145.30,0.00,LAX,443
104.18.74.0,4,4,0,175.68,0.00,SEA,443
104.18.88.132,4,4,0,63.97,0.00,HKG,443
104.21.105.23,4,4,0,193.00,0.00,LAX,443
104.27.27.183,4,4,0,190.90,0.00,LAX,443
104.25.106.243,4,4,0,189.03,0.00,SJC,443
104.27.45.159,4,4,0,189.22,0.00,SJC,443
104.24.226.177,4,3,25,182.06,0.00,LAX,443
104.27.46.40,4,4,0,193.07,0.00,LAX,443
104.18.104.133,4,4,0,171.07,0.00,SJC,443
104.18.127.68,4,4,0,236.02,0.00,LHR,443
172.67.159.47,4,4,0,167.22,0.00,SEA,443
104.24.228.183,4,4,0,185.55,0.00,LAX,443
190.93.246.91,4,4,0,70.01,0.00,HKG,443
141.101.121.212,4,4,0,192.43,0.00,LAX,443
198.41.194.239,4,4,0,153.27,0.00,LAX,443
103.31.4.110,4,4,0,215.23,0.00,DEN,443
103.31.4.145,4,3,25,210.91,0.00,DEN,443
104.17.227.238,4,4,0,166.98,0.00,SEA,443
162.159.48.184,4,3,25,190.42,0.00,SJC,443
104.19.130.44,4,3,25,181.31,0.00,LAX,443
141.101.113.197,4,4,0,173.90,0.00,LAX,443
190.93.244.214,4,4,0,77.70,0.00,SJC,443
162.159.62.136,4,3,25,189.94,0.00,LAX,443
104.19.131.85,4,4,0,187.50,0.00,LAX,443
190.93.246.44,4,3,25,80.85,0.00,HKG,443
104.17.233.97,4,4,0,160.08,0.00,SEA,443
104.27.67.254,4,4,0,187.29,0.00,LAX,443
104.25.237.195,4,4,0,191.60,0.00,LAX,443
104.18.154.219,4,4,0,99.86,0.00,HKG,443
104.18.101.39,4,4,0,193.99,0.00,SJC,443
104.21.217.240,4,4,0,190.15,0.00,SJC,443
188.114.96.120,4,4,0,183.13,0.00,LAX,443
108.162.196.4,4,3,25,182.20,0.00,SJC,443
104.17.60.121,4,4,0,56.52,0.00,HKG,443
162.159.244.2,4,4,0,114.57,0.00,LAX,443
104.19.232.38,4,4,0,228.93,0.00,LHR,443
198.41.209.93,4,4,0,84.56,0.00,HKG,443
104.27.100.222,4,4,0,189.20,0.00,LAX,443
141.101.115.58,4,4,0,70.29,0.00,SJC,443
103.21.244.162,4,4,0,156.04,0.00,LAX,443
103.31.4.216,4,4,0,206.80,0.00,DEN,443
188.114.96.144,4,4,0,195.05,0.00,LAX,443
104.25.226.232,4,3,25,187.63,0.00,LAX,443
104.21.2.201,4,4,0,182.56,0.00,SJC,443
104.19.233.81,4,4,0,232.94,0.00,LHR,443
108.162.192.34,4,4,0,155.90,0.00,SJC,443
162.159.44.185,4,3,25,184.74,0.00,LAX,443
104.17.244.39,4,4,0,167.11,0.00,SEA,443
103.21.244.229,4,3,25,184.10,0.00,LAX,443
108.162.198.124,4,3,25,132.21,0.00,SJC,443
162.159.8.77,4,4,0,192.46,0.00,LAX,443
198.41.201.149,4,3,25,181.79,0.00,LAX,443
104.19.103.32,4,3,25,188.01,0.00,LAX,443
190.93.244.143,4,3,25,170.81,0.00,SJC,443
104.17.128.182,4,4,0,138.55,0.00,HKG,443
104.25.254.15,4,4,0,38.72,0.00,HKG,443
162.159.62.59,4,4,0,150.13,0.00,LAX,443
103.21.244.149,4,4,0,189.11,0.00,LAX,443
108.162.195.33,4,4,0,175.74,0.00,HKG,443
108.162.196.102,4,4,0,180.18,0.00,LAX,443
104.17.48.16,4,4,0,38.73,0.00,HKG,443
188.114.97.90,4,4,0,178.62,0.00,SJC,443
172.67.186.80,4,4,0,194.80,0.00,LAX,443
103.31.4.139,4,4,0,212.49,0.00,DEN,443
108.162.195.82,4,3,25,146.11,0.00,LAX,443
104.19.229.1,4,4,0,237.69,0.00,LHR,443
104.18.101.125,4,3,25,174.13,0.00,SJC,443
188.114.97.245,4,4,0,185.29,0.00,LAX,443
104.25.189.95,4,4,0,190.90,0.00,SJC,443
141.101.120.14,4,4,0,153.26,0.00,HKG,443
104.24.203.203,4,4,0,181.72,0.00,LAX,443
104.25.96.29,4,4,0,187.79,0.00,LAX,443
104.24.203.77,4,4,0,198.57,0.00,LAX,443
104.27.50.130,4,3,25,184.65,0.00,SJC,443
104.25.217.226,4,3,25,195.49,0.00,LAX,443
104.17.31.169,4,4,0,68.53,0.00,HKG,443
173.245.58.239,4,4,0,190.75,0.00,LAX,443
104.18.165.186,4,4,0,76.24,0.00,HKG,443
188.114.98.174,4,4,0,178.50,0.00,LAX,443
104.27.66.225,4,4,0,188.64,0.00,SJC,443
188.114.99.181,4,4,0,186.05,0.00,SJC,443
104.24.154.162,4,4,0,187.49,0.00,LAX,443
104.25.137.32,4,3,25,185.96,0.00,LAX,443
162.159.129.201,4,3,25,42.36,0.00,NRT,443
103.21.244.30,4,4,0,176.89,0.00,LAX,443
104.27.20.97,4,3,25,187.22,0.00,LAX,443
104.21.200.33,4,4,0,186.30,0.00,LAX,443
141.101.122.3,4,4,0,192.00,0.00,LAX,443
104.25.140.16,4,4,0,189.49,0.00,LAX,443
104.17.54.105,4,3,25,92.54,0.00,HKG,443
104.27.112.112,4,3,25,184.32,0.00,SJC,443
104.17.251.18,4,4,0,182.28,0.00,SEA,443
141.101.120.156,4,4,0,113.58,0.00,LAX,443
198.41.214.177,4,3,25,138.68,0.00,HKG,443
172.67.254.194,4,4,0,176.21,0.00,LAX,443
104.17.192.220,4,4,0,77.60,0.00,HKG,443
104.24.139.191,4,4,0,183.61,0.00,LAX,443
104.27.68.69,4,3,25,186.02,0.00,LAX,443
104.18.176.215,4,4,0,131.47,0.00,SEA,443
198.41.194.13,4,4,0,147.78,0.00,SJC,443
104.16.54.39,4,4,0,166.11,0.00,SEA,443
104.27.119.48,4,4,0,180.58,0.00,LAX,443
108.162.196.22,4,4,0,113.38,0.00,HKG,443
104.24.208.255,4,4,0,170.22,0.00,LAX,443
104.25.23.165,4,3,25,184.34,0.00,LAX,443
104.18.36.213,4,4,0,199.19,0.00,LAX,443
190.93.247.136,4,4,0,147.88,0.00,SJC,443
172.67.248.84,4,3,25,185.88,0.00,LAX,443
104.19.52.228,4,4,0,37.67,0.00,HKG,443
104.25.180.16,4,4,0,190.38,0.00,LAX,443
162.159.2.49,4,4,0,190.64,0.00,LAX,443
188.114.97.196,4,4,0,180.13,0.00,LAX,443
104.21.216.44,4,4,0,177.45,0.00,SJC,443
103.31.4.112,4,4,0,205.52,0.00,DEN,443
104.24.159.35,4,4,0,181.86,0.00,LAX,443
104.18.251.207,4,4,0,171.78,0.00,SJC,443
172.67.215.195,4,4,0,171.73,0.00,SJC,443
188.114.99.160,4,4,0,188.52,0.00,LAX,443
108.162.195.62,4,4,0,142.67,0.00,LAX,443
104.18.92.199,4,4,0,45.28,0.00,HKG,443
104.19.0.130,4,4,0,182.49,0.00,LAX,443
104.25.254.183,4,4,0,94.44,0.00,HKG,443
104.24.240.163,4,4,0,188.97,0.00,LAX,443
172.67.185.251,4,4,0,189.80,0.00,SJC,443
103.31.4.114,4,4,0,187.47,0.00,DEN,443
104.27.104.150,4,4,0,182.07,0.00,LAX,443
104.24.248.16,4,4,0,167.39,0.00,LAX,443
141.101.123.60,4,4,0,188.83,0.00,SJC,443
188.114.96.49,4,4,0,183.52,0.00,LAX,443
104.20.8.132,4,4,0,179.39,0.00,SJC,443
162.159.206.27,4,4,0,183.17,0.00,LAX,443
104.24.162.78,4,3,25,181.51,0.00,LAX,443
104.24.47.169,4,3,25,189.48,0.00,LAX,443
172.64.34.123,4,4,0,184.16,0.00,SJC,443
190.93.247.154,4,3,25,91.37,0.00,SJC,443
104.24.150.43,4,4,0,184.63,0.00,SJC,443
173.245.49.63,4,4,0,114.73,0.00,LAX,443
104.25.120.160,4,4,0,190.06,0.00,LAX,443
141.101.120.228,4,3,25,131.00,0.00,LAX,443
104.27.206.109,4,4,0,192.19,0.00,LAX,443
162.159.235.150,4,3,25,190.59,0.00,HKG,443
190.93.247.245,4,4,0,77.85,0.00,SJC,443
104.21.93.189,4,4,0,162.27,0.00,SJC,443
198.41.214.142,4,4,0,140.20,0.00,SJC,443
104.17.6.165,4,4,0,185.94,0.00,SJC,443
141.101.123.151,4,3,25,185.33,0.00,HKG,443
172.66.204.236,4,3,25,189.54,0.00,SJC,443
108.162.192.54,4,4,0,190.91,0.00,HKG,443
104.25.15.40,4,3,25,190.74,0.00,LAX,443
104.18.15.236,4,4,0,166.89,0.00,SEA,443
173.245.58.103,4,4,0,179.45,0.00,LAX,443
104.26.4.177,4,4,0,174.56,0.00,SEA,443
188.114.96.179,4,4,0,195.25,0.00,LAX,443
198.41.219.193,4,3,25,177.58,0.00,SJC,443
104.17.93.39,4,4,0,177.26,0.00,SJC,443
104.25.178.0,4,4,0,186.76,0.00,LAX,443
104.24.156.255,4,4,0,181.93,0.00,LAX,443
104.24.84.21,4,3,25,186.06,0.00,SJC,443
104.25.94.102,4,4,0,180.03,0.00,LAX,443
104.16.67.57,4,4,0,184.39,0.00,SJC,443
104.18.237.9,4,4,0,144.64,0.00,SJC,443
104.19.24.53,4,3,25,193.80,0.00,LAX,443
190.93.246.52,4,4,0,77.71,0.00,SJC,443
188.114.99.231,4,4,0,183.28,0.00,LAX,443
104.24.37.252,4,4,0,179.89,0.00,LAX,443
108.162.192.229,4,3,25,139.37,0.00,LAX,443
104.21.19.18,4,4,0,174.28,0.00,SEA,443
104.19.65.0,4,4,0,185.63,0.00,SJC,443
103.21.244.71,4,3,25,138.46,0.00,LAX,443
173.245.58.45,4,4,0,196.28,0.00,LAX,443
108.162.193.73,4,4,0,176.19,0.00,HKG,443
104.24.84.101,4,4,0,188.62,0.00,LAX,443
162.159.13.20,4,3,25,193.96,0.00,LAX,443
198.41.222.112,4,4,0,181.93,0.00,LAX,443
104.25.243.21,4,4,0,137.28,0.00,HKG,443
172.67.165.151,4,4,0,159.16,0.00,SEA,443
104.24.138.50,4,4,0,187.01,0.00,SJC,443
172.67.105.91,4,4,0,194.82,0.00,LAX,443
141.101.114.17,4,3,25,130.07,0.00,HKG,443
104.24.79.77,4,4,0,185.27,0.00,LAX,443
104.24.248.115,4,3,25,161.26,0.00,LAX,443
141.101.114.192,4,4,0,107.61,0.00,HKG,443
104.25.107.197,4,4,0,187.49,0.00,LAX,443
104.25.206.28,4,4,0,187.67,0.00,SJC,443
173.245.59.57,4,4,0,189.93,0.00,LAX,443
162.159.249.177,4,4,0,109.05,0.00,LAX,443
104.25.154.185,4,4,0,195.99,0.00,LAX,443
173.245.49.143,4,4,0,176.51,0.00,LAX,443
104.27.7.138,4,4,0,181.50,0.00,SJC,443
172.67.166.152,4,4,0,167.48,0.00,SEA,443
198.41.222.1,4,4,0,182.96,0.00,SJC,443
104.17.80.65,4,4,0,191.44,0.00,SJC,443
108.162.195.52,4,4,0,146.00,0.00,LAX,443
188.114.99.198,4,4,0,179.94,0.00,SJC,443
104.17.244.199,4,4,0,174.77,0.00,SEA,443
104.27.114.59,4,3,25,188.46,0.00,LAX,443
104.25.210.42,4,4,0,190.76,0.00,SJC,443
104.16.180.69,4,3,25,172.51,0.00,SJC,443
198.41.216.207,4,4,0,142.31,0.00,LAX,443
104.25.49.239,4,3,25,178.57,0.00,LAX,443
104.17.234.242,4,4,0,181.54,0.00,SEA,443
104.17.26.156,4,4,0,40.97,0.00,HKG,443
104.18.1.100,4,4,0,174.61,0.00,SEA,443
172.65.222.218,4,3,25,241.76,0.00,LHR,443
104.25.89.210,4,4,0,187.41,0.00,SJC,443
162.159.142.1,4,4,0,47.76,0.00,NRT,443
104.24.168.85,4,4,0,176.42,0.00,LAX,443
104.25.139.241,4,4,0,183.41,0.00,LAX,443
198.41.196.28,4,4,0,184.67,0.00,LAX,443
162.159.241.15,4,3,25,197.72,0.00,SJC,443
108.162.198.73,4,4,0,63.13,0.00,SJC,443
104.19.77.24,4,3,25,194.74,0.00,LAX,443
141.101.115.230,4,4,0,125.80,0.00,HKG,443
190.93.246.122,4,4,0,154.97,0.00,SJC,443
104.20.37.160,4,4,0,181.01,0.00,LAX,443
104.18.89.108,4,3,25,68.29,0.00,HKG,443
172.67.167.97,4,4,0,167.53,0.00,SEA,443
104.19.84.10,4,4,0,181.37,0.00,LAX,443
108.162.198.82,4,4,0,144.78,0.00,SJC,443
162.159.22.48,4,4,0,105.66,0.00,SJC,443
104.19.51.227,4,3,25,37.18,0.00,HKG,443
188.114.96.1,4,4,0,183.58,0.00,LAX,443
173.245.58.247,4,4,0,178.82,0.00,SJC,443
104.24.65.127,4,4,0,195.82,0.00,SJC,443
104.18.250.188,4,3,25,197.75,0.00,SJC,443
104.19.202.60,4,4,0,188.97,0.00,SJC,443
104.18.57.87,4,4,0,139.91,0.00,HKG,443
173.245.58.157,4,3,25,193.96,0.00,SJC,443
108.162.193.214,4,4,0,153.70,0.00,LAX,443
172.66.150.154,4,4,0,194.24,0.00,LAX,443
173.245.59.93,4,3,25,187.83,0.00,LAX,443
104.16.191.130,4,4,0,170.85,0.00,SJC,443
104.21.238.195,4,3,25,172.37,0.00,SEA,443
